,intent-acc.,slot-f1,intact_intent-acc.,intact_slot-f1,dataset,perturbation,split,transformer_model,random_seed,n_perturbed,dataset_config
16,0.7866666666666666,0.7655343827671914,0.7866666666666666,0.7694859038142621,xSID,perturb_swap_name,valid,bert-base-multilingual-cased,5498,23,xSID
17,0.77,0.6818565400843881,0.7866666666666666,0.7694859038142621,xSID,perturb_tun_imperativ,valid,bert-base-multilingual-cased,5498,94,xSID
18,0.764,0.7342295760082729,0.764,0.7342295760082729,xSID,perturb_2_verb_clusters,test,bert-base-multilingual-cased,5498,1,xSID
19,0.764,0.7342295760082729,0.764,0.7342295760082729,xSID,perturb_als_in_comparative_constructions,test,bert-base-multilingual-cased,5498,0,xSID
20,0.762,0.7293388429752066,0.764,0.7342295760082729,xSID,perturb_am_infinitive,test,bert-base-multilingual-cased,5498,22,xSID
21,0.764,0.6842377260981912,0.764,0.7342295760082729,xSID,perturb_article_before_personal_name,test,bert-base-multilingual-cased,5498,34,xSID
22,0.764,0.6608066184074458,0.764,0.7342295760082729,xSID,perturb_contracted_verb_and_pronoun,test,bert-base-multilingual-cased,5498,54,xSID
23,0.764,0.7342295760082729,0.764,0.7342295760082729,xSID,perturb_da,test,bert-base-multilingual-cased,5498,0,xSID
24,0.764,0.5901808785529715,0.764,0.7342295760082729,xSID,perturb_denn_in_questions,test,bert-base-multilingual-cased,5498,116,xSID
25,0.764,0.7342295760082729,0.764,0.7342295760082729,xSID,perturb_double_article,test,bert-base-multilingual-cased,5498,0,xSID
26,0.764,0.7342295760082729,0.764,0.7342295760082729,xSID,perturb_existential_clause,test,bert-base-multilingual-cased,5498,0,xSID
27,0.766,0.7104446742502586,0.764,0.7342295760082729,xSID,perturb_genitive_to_dativ,test,bert-base-multilingual-cased,5498,20,xSID
28,0.766,0.7337830825116761,0.764,0.7342295760082729,xSID,perturb_in,test,bert-base-multilingual-cased,5498,0,xSID
29,0.764,0.7342295760082729,0.764,0.7342295760082729,xSID,perturb_nach,test,bert-base-multilingual-cased,5498,2,xSID
30,0.764,0.7342295760082729,0.764,0.7342295760082729,xSID,perturb_negative_concord,test,bert-base-multilingual-cased,5498,0,xSID
31,0.766,0.7268972638100155,0.764,0.7342295760082729,xSID,perturb_possesive_genitive,test,bert-base-multilingual-cased,5498,10,xSID
32,0.764,0.7342295760082729,0.764,0.7342295760082729,xSID,perturb_relative_pronoun,test,bert-base-multilingual-cased,5498,0,xSID
33,0.764,0.7346094154164512,0.764,0.7342295760082729,xSID,perturb_schwa_elision_in_verbs,test,bert-base-multilingual-cased,5498,3,xSID
34,0.764,0.7284014485256078,0.764,0.7342295760082729,xSID,perturb_swap_name,test,bert-base-multilingual-cased,5498,34,xSID
35,0.756,0.6589473684210527,0.764,0.7342295760082729,xSID,perturb_tun_imperativ,test,bert-base-multilingual-cased,5498,144,xSID
36,0.9566666666666667,0.8368554522400676,0.9566666666666667,0.8351648351648352,xSID,perturb_2_verb_clusters,valid,microsoft/mdeberta-v3-base,8765,3,xSID
37,0.9566666666666667,0.8351648351648352,0.9566666666666667,0.8351648351648352,xSID,perturb_als_in_comparative_constructions,valid,microsoft/mdeberta-v3-base,8765,0,xSID
38,0.9566666666666667,0.8291032148900169,0.9566666666666667,0.8351648351648352,xSID,perturb_am_infinitive,valid,microsoft/mdeberta-v3-base,8765,10,xSID
39,0.9566666666666667,0.7614213197969543,0.9566666666666667,0.8351648351648352,xSID,perturb_article_before_personal_name,valid,microsoft/mdeberta-v3-base,8765,23,xSID
40,0.9566666666666667,0.713440405748098,0.9566666666666667,0.8351648351648352,xSID,perturb_contracted_verb_and_pronoun,valid,microsoft/mdeberta-v3-base,8765,46,xSID
41,0.9566666666666667,0.8351648351648352,0.9566666666666667,0.8351648351648352,xSID,perturb_da,valid,microsoft/mdeberta-v3-base,8765,0,xSID
42,0.9566666666666667,0.6661031276415892,0.9566666666666667,0.8351648351648352,xSID,perturb_denn_in_questions,valid,microsoft/mdeberta-v3-base,8765,69,xSID
43,0.9566666666666667,0.8351648351648352,0.9566666666666667,0.8351648351648352,xSID,perturb_double_article,valid,microsoft/mdeberta-v3-base,8765,0,xSID
44,0.9566666666666667,0.8351648351648352,0.9566666666666667,0.8351648351648352,xSID,perturb_existential_clause,valid,microsoft/mdeberta-v3-base,8765,0,xSID
45,0.9566666666666667,0.8307952622673436,0.9566666666666667,0.8351648351648352,xSID,perturb_genitive_to_dativ,valid,microsoft/mdeberta-v3-base,8765,7,xSID
46,0.9566666666666667,0.8324873096446701,0.9566666666666667,0.8351648351648352,xSID,perturb_in,valid,microsoft/mdeberta-v3-base,8765,0,xSID
47,0.9566666666666667,0.8351648351648352,0.9566666666666667,0.8351648351648352,xSID,perturb_nach,valid,microsoft/mdeberta-v3-base,8765,1,xSID
48,0.9566666666666667,0.8351648351648352,0.9566666666666667,0.8351648351648352,xSID,perturb_negative_concord,valid,microsoft/mdeberta-v3-base,8765,0,xSID
49,0.9566666666666667,0.8307952622673436,0.9566666666666667,0.8351648351648352,xSID,perturb_possesive_genitive,valid,microsoft/mdeberta-v3-base,8765,4,xSID
50,0.9566666666666667,0.8351648351648352,0.9566666666666667,0.8351648351648352,xSID,perturb_relative_pronoun,valid,microsoft/mdeberta-v3-base,8765,1,xSID
51,0.9566666666666667,0.8351648351648352,0.9566666666666667,0.8351648351648352,xSID,perturb_schwa_elision_in_verbs,valid,microsoft/mdeberta-v3-base,8765,2,xSID
52,0.9566666666666667,0.8334742180896028,0.9566666666666667,0.8351648351648352,xSID,perturb_swap_name,valid,microsoft/mdeberta-v3-base,8765,23,xSID
53,0.92,0.7459915611814345,0.9566666666666667,0.8351648351648352,xSID,perturb_tun_imperativ,valid,microsoft/mdeberta-v3-base,8765,94,xSID
54,0.94,0.8310308182784272,0.94,0.8310308182784272,xSID,perturb_2_verb_clusters,test,microsoft/mdeberta-v3-base,8765,1,xSID
55,0.94,0.8310308182784272,0.94,0.8310308182784272,xSID,perturb_als_in_comparative_constructions,test,microsoft/mdeberta-v3-base,8765,0,xSID
56,0.932,0.8259023354564756,0.94,0.8310308182784272,xSID,perturb_am_infinitive,test,microsoft/mdeberta-v3-base,8765,22,xSID
57,0.938,0.7711099309612321,0.94,0.8310308182784272,xSID,perturb_article_before_personal_name,test,microsoft/mdeberta-v3-base,8765,34,xSID
58,0.94,0.7367303609341826,0.94,0.8310308182784272,xSID,perturb_contracted_verb_and_pronoun,test,microsoft/mdeberta-v3-base,8765,54,xSID
59,0.94,0.8310308182784272,0.94,0.8310308182784272,xSID,perturb_da,test,microsoft/mdeberta-v3-base,8765,0,xSID
60,0.942,0.6638297872340425,0.94,0.8310308182784272,xSID,perturb_denn_in_questions,test,microsoft/mdeberta-v3-base,8765,116,xSID
61,0.94,0.8310308182784272,0.94,0.8310308182784272,xSID,perturb_double_article,test,microsoft/mdeberta-v3-base,8765,0,xSID
62,0.94,0.8310308182784272,0.94,0.8310308182784272,xSID,perturb_existential_clause,test,microsoft/mdeberta-v3-base,8765,0,xSID
63,0.94,0.8100053219797765,0.94,0.8310308182784272,xSID,perturb_genitive_to_dativ,test,microsoft/mdeberta-v3-base,8765,20,xSID
64,0.94,0.8255319148936171,0.94,0.8310308182784272,xSID,perturb_in,test,microsoft/mdeberta-v3-base,8765,0,xSID
65,0.94,0.8310308182784272,0.94,0.8310308182784272,xSID,perturb_nach,test,microsoft/mdeberta-v3-base,8765,2,xSID
66,0.94,0.8310308182784272,0.94,0.8310308182784272,xSID,perturb_negative_concord,test,microsoft/mdeberta-v3-base,8765,0,xSID
67,0.94,0.8205944798301487,0.94,0.8310308182784272,xSID,perturb_possesive_genitive,test,microsoft/mdeberta-v3-base,8765,10,xSID
68,0.94,0.8310308182784272,0.94,0.8310308182784272,xSID,perturb_relative_pronoun,test,microsoft/mdeberta-v3-base,8765,0,xSID
69,0.94,0.8310308182784272,0.94,0.8310308182784272,xSID,perturb_schwa_elision_in_verbs,test,microsoft/mdeberta-v3-base,8765,3,xSID
70,0.94,0.8244680851063829,0.94,0.8310308182784272,xSID,perturb_swap_name,test,microsoft/mdeberta-v3-base,8765,34,xSID
71,0.922,0.7460148777895855,0.94,0.8310308182784272,xSID,perturb_tun_imperativ,test,microsoft/mdeberta-v3-base,8765,144,xSID
72,0.29333333333333333,0.10035211267605634,0.29333333333333333,0.10035211267605634,xSID,perturb_2_verb_clusters,valid,facebook/mbart-large-cc25,1234,3,xSID
73,0.29333333333333333,0.10035211267605634,0.29333333333333333,0.10035211267605634,xSID,perturb_als_in_comparative_constructions,valid,facebook/mbart-large-cc25,1234,0,xSID
74,0.2966666666666667,0.10026385224274408,0.29333333333333333,0.10035211267605634,xSID,perturb_am_infinitive,valid,facebook/mbart-large-cc25,1234,10,xSID
75,0.29333333333333333,0.06525573192239859,0.29333333333333333,0.10035211267605634,xSID,perturb_article_before_personal_name,valid,facebook/mbart-large-cc25,1234,23,xSID
76,0.29,0.09465381244522349,0.29333333333333333,0.10035211267605634,xSID,perturb_contracted_verb_and_pronoun,valid,facebook/mbart-large-cc25,1234,46,xSID
77,0.29333333333333333,0.10035211267605634,0.29333333333333333,0.10035211267605634,xSID,perturb_da,valid,facebook/mbart-large-cc25,1234,0,xSID
78,0.2833333333333333,0.08970976253298155,0.29333333333333333,0.10035211267605634,xSID,perturb_denn_in_questions,valid,facebook/mbart-large-cc25,1234,69,xSID
79,0.29333333333333333,0.10035211267605634,0.29333333333333333,0.10035211267605634,xSID,perturb_double_article,valid,facebook/mbart-large-cc25,1234,0,xSID
80,0.29333333333333333,0.10035211267605634,0.29333333333333333,0.10035211267605634,xSID,perturb_existential_clause,valid,facebook/mbart-large-cc25,1234,0,xSID
81,0.29333333333333333,0.09850483729111699,0.29333333333333333,0.10035211267605634,xSID,perturb_genitive_to_dativ,valid,facebook/mbart-large-cc25,1234,7,xSID
82,0.29333333333333333,0.10035211267605634,0.29333333333333333,0.10035211267605634,xSID,perturb_in,valid,facebook/mbart-large-cc25,1234,0,xSID
83,0.29333333333333333,0.10035211267605634,0.29333333333333333,0.10035211267605634,xSID,perturb_nach,valid,facebook/mbart-large-cc25,1234,1,xSID
84,0.29333333333333333,0.10035211267605634,0.29333333333333333,0.10035211267605634,xSID,perturb_negative_concord,valid,facebook/mbart-large-cc25,1234,0,xSID
85,0.29333333333333333,0.10017574692442882,0.29333333333333333,0.10035211267605634,xSID,perturb_possesive_genitive,valid,facebook/mbart-large-cc25,1234,4,xSID
86,0.29333333333333333,0.10035211267605634,0.29333333333333333,0.10035211267605634,xSID,perturb_relative_pronoun,valid,facebook/mbart-large-cc25,1234,1,xSID
87,0.29333333333333333,0.10035211267605634,0.29333333333333333,0.10035211267605634,xSID,perturb_schwa_elision_in_verbs,valid,facebook/mbart-large-cc25,1234,2,xSID
88,0.29333333333333333,0.08480565371024734,0.29333333333333333,0.10035211267605634,xSID,perturb_swap_name,valid,facebook/mbart-large-cc25,1234,23,xSID
89,0.3,0.0813953488372093,0.29333333333333333,0.10035211267605634,xSID,perturb_tun_imperativ,valid,facebook/mbart-large-cc25,1234,94,xSID
90,0.304,0.11797133406835722,0.304,0.11797133406835722,xSID,perturb_2_verb_clusters,test,facebook/mbart-large-cc25,1234,1,xSID
91,0.304,0.11797133406835722,0.304,0.11797133406835722,xSID,perturb_als_in_comparative_constructions,test,facebook/mbart-large-cc25,1234,0,xSID
92,0.306,0.11758241758241758,0.304,0.11797133406835722,xSID,perturb_am_infinitive,test,facebook/mbart-large-cc25,1234,22,xSID
93,0.3,0.10694597574421169,0.304,0.11797133406835722,xSID,perturb_article_before_personal_name,test,facebook/mbart-large-cc25,1234,34,xSID
94,0.31,0.10659340659340659,0.304,0.11797133406835722,xSID,perturb_contracted_verb_and_pronoun,test,facebook/mbart-large-cc25,1234,54,xSID
95,0.304,0.11797133406835722,0.304,0.11797133406835722,xSID,perturb_da,test,facebook/mbart-large-cc25,1234,0,xSID
96,0.308,0.08743169398907104,0.304,0.11797133406835722,xSID,perturb_denn_in_questions,test,facebook/mbart-large-cc25,1234,116,xSID
97,0.304,0.11797133406835722,0.304,0.11797133406835722,xSID,perturb_double_article,test,facebook/mbart-large-cc25,1234,0,xSID
98,0.304,0.11797133406835722,0.304,0.11797133406835722,xSID,perturb_existential_clause,test,facebook/mbart-large-cc25,1234,0,xSID
99,0.3,0.112707182320442,0.304,0.11797133406835722,xSID,perturb_genitive_to_dativ,test,facebook/mbart-large-cc25,1234,20,xSID
100,0.304,0.11797133406835722,0.304,0.11797133406835722,xSID,perturb_in,test,facebook/mbart-large-cc25,1234,0,xSID
101,0.304,0.11797133406835722,0.304,0.11797133406835722,xSID,perturb_nach,test,facebook/mbart-large-cc25,1234,2,xSID
102,0.304,0.11797133406835722,0.304,0.11797133406835722,xSID,perturb_negative_concord,test,facebook/mbart-large-cc25,1234,0,xSID
103,0.3,0.11472697186982903,0.304,0.11797133406835722,xSID,perturb_possesive_genitive,test,facebook/mbart-large-cc25,1234,10,xSID
104,0.304,0.11797133406835722,0.304,0.11797133406835722,xSID,perturb_relative_pronoun,test,facebook/mbart-large-cc25,1234,0,xSID
105,0.304,0.11803640375068948,0.304,0.11797133406835722,xSID,perturb_schwa_elision_in_verbs,test,facebook/mbart-large-cc25,1234,3,xSID
106,0.302,0.11337369290038525,0.304,0.11797133406835722,xSID,perturb_swap_name,test,facebook/mbart-large-cc25,1234,34,xSID
107,0.312,0.09623430962343098,0.304,0.11797133406835722,xSID,perturb_tun_imperativ,test,facebook/mbart-large-cc25,1234,144,xSID
108,0.7033333333333334,0.7260726072607262,0.7033333333333334,0.7271228359439406,xSID,perturb_2_verb_clusters,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,3,xSID
109,0.7033333333333334,0.7271228359439406,0.7033333333333334,0.7271228359439406,xSID,perturb_als_in_comparative_constructions,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
110,0.6966666666666667,0.7151114781172585,0.7033333333333334,0.7271228359439406,xSID,perturb_am_infinitive,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,10,xSID
111,0.7,0.6639209225700164,0.7033333333333334,0.7271228359439406,xSID,perturb_article_before_personal_name,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,23,xSID
112,0.7066666666666667,0.6044591246903386,0.7033333333333334,0.7271228359439406,xSID,perturb_contracted_verb_and_pronoun,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,46,xSID
113,0.7033333333333334,0.7271228359439406,0.7033333333333334,0.7271228359439406,xSID,perturb_da,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
114,0.7033333333333334,0.5619834710743802,0.7033333333333334,0.7271228359439406,xSID,perturb_denn_in_questions,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,69,xSID
115,0.7033333333333334,0.7271228359439406,0.7033333333333334,0.7271228359439406,xSID,perturb_double_article,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
116,0.7033333333333334,0.7271228359439406,0.7033333333333334,0.7271228359439406,xSID,perturb_existential_clause,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
117,0.7033333333333334,0.728171334431631,0.7033333333333334,0.7271228359439406,xSID,perturb_genitive_to_dativ,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,7,xSID
118,0.7033333333333334,0.7271228359439406,0.7033333333333334,0.7271228359439406,xSID,perturb_in,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
119,0.7033333333333334,0.7271228359439406,0.7033333333333334,0.7271228359439406,xSID,perturb_nach,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,1,xSID
120,0.7033333333333334,0.7271228359439406,0.7033333333333334,0.7271228359439406,xSID,perturb_negative_concord,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
121,0.7066666666666667,0.7254740313272877,0.7033333333333334,0.7271228359439406,xSID,perturb_possesive_genitive,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,4,xSID
122,0.7033333333333334,0.7271228359439406,0.7033333333333334,0.7271228359439406,xSID,perturb_relative_pronoun,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,1,xSID
123,0.7033333333333334,0.7271228359439406,0.7033333333333334,0.7271228359439406,xSID,perturb_schwa_elision_in_verbs,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,2,xSID
124,0.7033333333333334,0.7233691164327003,0.7033333333333334,0.7271228359439406,xSID,perturb_swap_name,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,23,xSID
125,0.6866666666666666,0.6496290189612531,0.7033333333333334,0.7271228359439406,xSID,perturb_tun_imperativ,valid,microsoft/Multilingual-MiniLM-L12-H384,1234,94,xSID
126,0.686,0.6899841017488076,0.686,0.6899841017488076,xSID,perturb_2_verb_clusters,test,microsoft/Multilingual-MiniLM-L12-H384,1234,1,xSID
127,0.686,0.6899841017488076,0.686,0.6899841017488076,xSID,perturb_als_in_comparative_constructions,test,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
128,0.686,0.6807387862796833,0.686,0.6899841017488076,xSID,perturb_am_infinitive,test,microsoft/Multilingual-MiniLM-L12-H384,1234,22,xSID
129,0.686,0.637374272101641,0.686,0.6899841017488076,xSID,perturb_article_before_personal_name,test,microsoft/Multilingual-MiniLM-L12-H384,1234,34,xSID
130,0.686,0.5950238221281101,0.686,0.6899841017488076,xSID,perturb_contracted_verb_and_pronoun,test,microsoft/Multilingual-MiniLM-L12-H384,1234,54,xSID
131,0.686,0.6899841017488076,0.686,0.6899841017488076,xSID,perturb_da,test,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
132,0.686,0.5281615302869288,0.686,0.6899841017488076,xSID,perturb_denn_in_questions,test,microsoft/Multilingual-MiniLM-L12-H384,1234,116,xSID
133,0.686,0.6899841017488076,0.686,0.6899841017488076,xSID,perturb_double_article,test,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
134,0.686,0.6899841017488076,0.686,0.6899841017488076,xSID,perturb_existential_clause,test,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
135,0.686,0.6723133933298041,0.686,0.6899841017488076,xSID,perturb_genitive_to_dativ,test,microsoft/Multilingual-MiniLM-L12-H384,1234,20,xSID
136,0.686,0.6885593220338984,0.686,0.6899841017488076,xSID,perturb_in,test,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
137,0.686,0.6899841017488076,0.686,0.6899841017488076,xSID,perturb_nach,test,microsoft/Multilingual-MiniLM-L12-H384,1234,2,xSID
138,0.686,0.6899841017488076,0.686,0.6899841017488076,xSID,perturb_negative_concord,test,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
139,0.686,0.6814814814814816,0.686,0.6899841017488076,xSID,perturb_possesive_genitive,test,microsoft/Multilingual-MiniLM-L12-H384,1234,10,xSID
140,0.686,0.6899841017488076,0.686,0.6899841017488076,xSID,perturb_relative_pronoun,test,microsoft/Multilingual-MiniLM-L12-H384,1234,0,xSID
141,0.686,0.6899841017488076,0.686,0.6899841017488076,xSID,perturb_schwa_elision_in_verbs,test,microsoft/Multilingual-MiniLM-L12-H384,1234,3,xSID
142,0.686,0.6854111405835545,0.686,0.6899841017488076,xSID,perturb_swap_name,test,microsoft/Multilingual-MiniLM-L12-H384,1234,34,xSID
143,0.662,0.6123535676251332,0.686,0.6899841017488076,xSID,perturb_tun_imperativ,test,microsoft/Multilingual-MiniLM-L12-H384,1234,144,xSID
144,0.9133333333333333,0.7833474936278674,0.9133333333333333,0.7816482582837723,xSID,perturb_2_verb_clusters,valid,google/rembert,8446,3,xSID
145,0.9133333333333333,0.7816482582837723,0.9133333333333333,0.7816482582837723,xSID,perturb_als_in_comparative_constructions,valid,google/rembert,8446,0,xSID
146,0.91,0.7731520815632965,0.9133333333333333,0.7816482582837723,xSID,perturb_am_infinitive,valid,google/rembert,8446,10,xSID
147,0.9133333333333333,0.7062818336162988,0.9133333333333333,0.7816482582837723,xSID,perturb_article_before_personal_name,valid,google/rembert,8446,23,xSID
148,0.9133333333333333,0.6615776081424937,0.9133333333333333,0.7816482582837723,xSID,perturb_contracted_verb_and_pronoun,valid,google/rembert,8446,46,xSID
149,0.9133333333333333,0.7816482582837723,0.9133333333333333,0.7816482582837723,xSID,perturb_da,valid,google/rembert,8446,0,xSID
150,0.91,0.6275510204081634,0.9133333333333333,0.7816482582837723,xSID,perturb_denn_in_questions,valid,google/rembert,8446,69,xSID
151,0.9133333333333333,0.7816482582837723,0.9133333333333333,0.7816482582837723,xSID,perturb_double_article,valid,google/rembert,8446,0,xSID
152,0.9133333333333333,0.7816482582837723,0.9133333333333333,0.7816482582837723,xSID,perturb_existential_clause,valid,google/rembert,8446,0,xSID
153,0.9133333333333333,0.774468085106383,0.9133333333333333,0.7816482582837723,xSID,perturb_genitive_to_dativ,valid,google/rembert,8446,7,xSID
154,0.9133333333333333,0.7772108843537415,0.9133333333333333,0.7816482582837723,xSID,perturb_in,valid,google/rembert,8446,0,xSID
155,0.9133333333333333,0.7816482582837723,0.9133333333333333,0.7816482582837723,xSID,perturb_nach,valid,google/rembert,8446,1,xSID
156,0.9133333333333333,0.7816482582837723,0.9133333333333333,0.7816482582837723,xSID,perturb_negative_concord,valid,google/rembert,8446,0,xSID
157,0.9133333333333333,0.7741935483870969,0.9133333333333333,0.7816482582837723,xSID,perturb_possesive_genitive,valid,google/rembert,8446,4,xSID
158,0.9133333333333333,0.7816482582837723,0.9133333333333333,0.7816482582837723,xSID,perturb_relative_pronoun,valid,google/rembert,8446,1,xSID
159,0.9133333333333333,0.782312925170068,0.9133333333333333,0.7816482582837723,xSID,perturb_schwa_elision_in_verbs,valid,google/rembert,8446,2,xSID
160,0.9133333333333333,0.776550552251487,0.9133333333333333,0.7816482582837723,xSID,perturb_swap_name,valid,google/rembert,8446,23,xSID
161,0.8966666666666666,0.7021097046413503,0.9133333333333333,0.7816482582837723,xSID,perturb_tun_imperativ,valid,google/rembert,8446,94,xSID
162,0.894,0.7707889125799573,0.894,0.7707889125799573,xSID,perturb_2_verb_clusters,test,google/rembert,8446,1,xSID
163,0.894,0.7707889125799573,0.894,0.7707889125799573,xSID,perturb_als_in_comparative_constructions,test,google/rembert,8446,0,xSID
164,0.888,0.7634237107921318,0.894,0.7707889125799573,xSID,perturb_am_infinitive,test,google/rembert,8446,22,xSID
165,0.894,0.7128396377197656,0.894,0.7707889125799573,xSID,perturb_article_before_personal_name,test,google/rembert,8446,34,xSID
166,0.894,0.675531914893617,0.894,0.7707889125799573,xSID,perturb_contracted_verb_and_pronoun,test,google/rembert,8446,54,xSID
167,0.894,0.7707889125799573,0.894,0.7707889125799573,xSID,perturb_da,test,google/rembert,8446,0,xSID
168,0.894,0.6084176877996803,0.894,0.7707889125799573,xSID,perturb_denn_in_questions,test,google/rembert,8446,116,xSID
169,0.894,0.7707889125799573,0.894,0.7707889125799573,xSID,perturb_double_article,test,google/rembert,8446,0,xSID
170,0.894,0.7707889125799573,0.894,0.7707889125799573,xSID,perturb_existential_clause,test,google/rembert,8446,0,xSID
171,0.894,0.7477333333333334,0.894,0.7707889125799573,xSID,perturb_genitive_to_dativ,test,google/rembert,8446,20,xSID
172,0.894,0.7686567164179106,0.894,0.7707889125799573,xSID,perturb_in,test,google/rembert,8446,0,xSID
173,0.894,0.7707889125799573,0.894,0.7707889125799573,xSID,perturb_nach,test,google/rembert,8446,2,xSID
174,0.894,0.7707889125799573,0.894,0.7707889125799573,xSID,perturb_negative_concord,test,google/rembert,8446,0,xSID
175,0.894,0.7647999999999999,0.894,0.7707889125799573,xSID,perturb_possesive_genitive,test,google/rembert,8446,10,xSID
176,0.894,0.7707889125799573,0.894,0.7707889125799573,xSID,perturb_relative_pronoun,test,google/rembert,8446,0,xSID
177,0.894,0.7707889125799573,0.894,0.7707889125799573,xSID,perturb_schwa_elision_in_verbs,test,google/rembert,8446,3,xSID
178,0.894,0.7647999999999999,0.894,0.7707889125799573,xSID,perturb_swap_name,test,google/rembert,8446,34,xSID
179,0.866,0.688367129135539,0.894,0.7707889125799573,xSID,perturb_tun_imperativ,test,google/rembert,8446,144,xSID
180,0.33,0.3983263598326359,0.33,0.3983263598326359,xSID,perturb_2_verb_clusters,valid,ai-forever/mGPT,8446,3,xSID
181,0.33,0.3983263598326359,0.33,0.3983263598326359,xSID,perturb_als_in_comparative_constructions,valid,ai-forever/mGPT,8446,0,xSID
182,0.33,0.38995815899581593,0.33,0.3983263598326359,xSID,perturb_am_infinitive,valid,ai-forever/mGPT,8446,10,xSID
183,0.33,0.3639398998330551,0.33,0.3983263598326359,xSID,perturb_article_before_personal_name,valid,ai-forever/mGPT,8446,23,xSID
184,0.33,0.3333333333333333,0.33,0.3983263598326359,xSID,perturb_contracted_verb_and_pronoun,valid,ai-forever/mGPT,8446,46,xSID
185,0.33,0.3983263598326359,0.33,0.3983263598326359,xSID,perturb_da,valid,ai-forever/mGPT,8446,0,xSID
186,0.33,0.30692243536280234,0.33,0.3983263598326359,xSID,perturb_denn_in_questions,valid,ai-forever/mGPT,8446,69,xSID
