,slot-f1,intent-acc.,intact_intent-acc.,intact_slot-f1,dataset,perturbation,split,transformer_model,random_seed,n_perturbed,dataset_config
53,0.0,0.953168044077135,0.9603305785123967,0.8310852237890864,MTOP,perturb_tun_imperativ,valid,xlm-roberta-large,1234,248,dede.MTOP
54,0.0,0.9667511975204283,0.9664694280078896,0.8493866244558765,MTOP,perturb_2_verb_clusters,test,xlm-roberta-large,1234,81,dede.MTOP
55,0.0,0.9664694280078896,0.9664694280078896,0.8493866244558765,MTOP,perturb_als_in_comparative_constructions,test,xlm-roberta-large,1234,3,dede.MTOP
56,0.0,0.9650605804451958,0.9664694280078896,0.8493866244558765,MTOP,perturb_am_infinitive,test,xlm-roberta-large,1234,125,dede.MTOP
57,0.0,0.9644970414201184,0.9664694280078896,0.8493866244558765,MTOP,perturb_article_before_personal_name,test,xlm-roberta-large,1234,786,dede.MTOP
58,0.0,0.9664694280078896,0.9664694280078896,0.8493866244558765,MTOP,perturb_contracted_verb_and_pronoun,test,xlm-roberta-large,1234,182,dede.MTOP
59,0.0,0.9664694280078896,0.9664694280078896,0.8493866244558765,MTOP,perturb_da,test,xlm-roberta-large,1234,5,dede.MTOP
60,0.0,0.9661876584953508,0.9664694280078896,0.8493866244558765,MTOP,perturb_denn_in_questions,test,xlm-roberta-large,1234,867,dede.MTOP
61,0.0,0.9664694280078896,0.9664694280078896,0.8493866244558765,MTOP,perturb_double_article,test,xlm-roberta-large,1234,0,dede.MTOP
62,0.0,0.9664694280078896,0.9664694280078896,0.8493866244558765,MTOP,perturb_existential_clause,test,xlm-roberta-large,1234,0,dede.MTOP
63,0.0,0.9664694280078896,0.9664694280078896,0.8493866244558765,MTOP,perturb_genitive_to_dativ,test,xlm-roberta-large,1234,108,dede.MTOP
64,0.0,0.9656241194702733,0.9664694280078896,0.8493866244558765,MTOP,perturb_in,test,xlm-roberta-large,1234,0,dede.MTOP
65,0.0,0.9664694280078896,0.9664694280078896,0.8493866244558765,MTOP,perturb_nach,test,xlm-roberta-large,1234,5,dede.MTOP
66,0.0,0.9664694280078896,0.9664694280078896,0.8493866244558765,MTOP,perturb_negative_concord,test,xlm-roberta-large,1234,3,dede.MTOP
67,0.0,0.9664694280078896,0.9664694280078896,0.8493866244558765,MTOP,perturb_possesive_genitive,test,xlm-roberta-large,1234,41,dede.MTOP
68,0.0,0.9656241194702733,0.9664694280078896,0.8493866244558765,MTOP,perturb_relative_pronoun,test,xlm-roberta-large,1234,45,dede.MTOP
69,0.0,0.9664694280078896,0.9664694280078896,0.8493866244558765,MTOP,perturb_schwa_elision_in_verbs,test,xlm-roberta-large,1234,49,dede.MTOP
70,0.0,0.9664694280078896,0.9664694280078896,0.8493866244558765,MTOP,perturb_swap_name,test,xlm-roberta-large,1234,826,dede.MTOP
71,0.0,0.9608340377571147,0.9664694280078896,0.8493866244558765,MTOP,perturb_tun_imperativ,test,xlm-roberta-large,1234,543,dede.MTOP
72,0.0,0.8418732782369146,0.8418732782369146,0.7747914735866542,MTOP,perturb_2_verb_clusters,valid,google/mt5-large,8446,50,ende.MTOP
73,0.0,0.8418732782369146,0.8418732782369146,0.7747914735866542,MTOP,perturb_als_in_comparative_constructions,valid,google/mt5-large,8446,2,ende.MTOP
74,0.0,0.8424242424242424,0.8418732782369146,0.7747914735866542,MTOP,perturb_am_infinitive,valid,google/mt5-large,8446,63,ende.MTOP
75,0.0,0.8523415977961433,0.8418732782369146,0.7747914735866542,MTOP,perturb_article_before_personal_name,valid,google/mt5-large,8446,423,ende.MTOP
76,0.0,0.8418732782369146,0.8418732782369146,0.7747914735866542,MTOP,perturb_contracted_verb_and_pronoun,valid,google/mt5-large,8446,84,ende.MTOP
77,0.0,0.8418732782369146,0.8418732782369146,0.7747914735866542,MTOP,perturb_da,valid,google/mt5-large,8446,2,ende.MTOP
78,0.0,0.840771349862259,0.8418732782369146,0.7747914735866542,MTOP,perturb_denn_in_questions,valid,google/mt5-large,8446,449,ende.MTOP
79,0.0,0.8418732782369146,0.8418732782369146,0.7747914735866542,MTOP,perturb_double_article,valid,google/mt5-large,8446,0,ende.MTOP
80,0.0,0.8418732782369146,0.8418732782369146,0.7747914735866542,MTOP,perturb_existential_clause,valid,google/mt5-large,8446,0,ende.MTOP
81,0.0,0.8424242424242424,0.8418732782369146,0.7747914735866542,MTOP,perturb_genitive_to_dativ,valid,google/mt5-large,8446,44,ende.MTOP
82,0.0,0.8424242424242424,0.8418732782369146,0.7747914735866542,MTOP,perturb_in,valid,google/mt5-large,8446,0,ende.MTOP
83,0.0,0.8418732782369146,0.8418732782369146,0.7747914735866542,MTOP,perturb_nach,valid,google/mt5-large,8446,2,ende.MTOP
84,0.0,0.8418732782369146,0.8418732782369146,0.7747914735866542,MTOP,perturb_negative_concord,valid,google/mt5-large,8446,5,ende.MTOP
85,0.0,0.8440771349862259,0.8418732782369146,0.7747914735866542,MTOP,perturb_possesive_genitive,valid,google/mt5-large,8446,29,ende.MTOP
86,0.0,0.8418732782369146,0.8418732782369146,0.7747914735866542,MTOP,perturb_relative_pronoun,valid,google/mt5-large,8446,29,ende.MTOP
87,0.0,0.8418732782369146,0.8418732782369146,0.7747914735866542,MTOP,perturb_schwa_elision_in_verbs,valid,google/mt5-large,8446,32,ende.MTOP
88,0.0,0.7118457300275483,0.8418732782369146,0.7747914735866542,MTOP,perturb_swap_name,valid,google/mt5-large,8446,126,ende.MTOP
89,0.0,0.8319559228650137,0.8418732782369146,0.7747914735866542,MTOP,perturb_tun_imperativ,valid,google/mt5-large,8446,248,ende.MTOP
90,0.0,0.8489715412792336,0.8492533107917724,0.790994730959604,MTOP,perturb_2_verb_clusters,test,google/mt5-large,8446,81,ende.MTOP
91,0.0,0.8492533107917724,0.8492533107917724,0.790994730959604,MTOP,perturb_als_in_comparative_constructions,test,google/mt5-large,8446,3,ende.MTOP
92,0.0,0.8486897717666948,0.8492533107917724,0.790994730959604,MTOP,perturb_am_infinitive,test,google/mt5-large,8446,125,ende.MTOP
93,0.0,0.8543251620174697,0.8492533107917724,0.790994730959604,MTOP,perturb_article_before_personal_name,test,google/mt5-large,8446,786,ende.MTOP
94,0.0,0.8492533107917724,0.8492533107917724,0.790994730959604,MTOP,perturb_contracted_verb_and_pronoun,test,google/mt5-large,8446,182,ende.MTOP
95,0.0,0.8489715412792336,0.8492533107917724,0.790994730959604,MTOP,perturb_da,test,google/mt5-large,8446,5,ende.MTOP
96,0.0,0.8503803888419273,0.8492533107917724,0.790994730959604,MTOP,perturb_denn_in_questions,test,google/mt5-large,8446,867,ende.MTOP
97,0.0,0.8492533107917724,0.8492533107917724,0.790994730959604,MTOP,perturb_double_article,test,google/mt5-large,8446,0,ende.MTOP
98,0.0,0.8492533107917724,0.8492533107917724,0.790994730959604,MTOP,perturb_existential_clause,test,google/mt5-large,8446,0,ende.MTOP
99,0.0,0.8503803888419273,0.8492533107917724,0.790994730959604,MTOP,perturb_genitive_to_dativ,test,google/mt5-large,8446,91,ende.MTOP
100,0.0,0.849535080304311,0.8492533107917724,0.790994730959604,MTOP,perturb_in,test,google/mt5-large,8446,0,ende.MTOP
101,0.0,0.8492533107917724,0.8492533107917724,0.790994730959604,MTOP,perturb_nach,test,google/mt5-large,8446,5,ende.MTOP
102,0.0,0.8492533107917724,0.8492533107917724,0.790994730959604,MTOP,perturb_negative_concord,test,google/mt5-large,8446,3,ende.MTOP
103,0.0,0.8503803888419273,0.8492533107917724,0.790994730959604,MTOP,perturb_possesive_genitive,test,google/mt5-large,8446,41,ende.MTOP
104,0.0,0.8492533107917724,0.8492533107917724,0.790994730959604,MTOP,perturb_relative_pronoun,test,google/mt5-large,8446,45,ende.MTOP
105,0.0,0.8492533107917724,0.8492533107917724,0.790994730959604,MTOP,perturb_schwa_elision_in_verbs,test,google/mt5-large,8446,49,ende.MTOP
106,0.0,0.7289377289377289,0.8492533107917724,0.790994730959604,MTOP,perturb_swap_name,test,google/mt5-large,8446,220,ende.MTOP
107,0.0,0.8360101437024514,0.8492533107917724,0.790994730959604,MTOP,perturb_tun_imperativ,test,google/mt5-large,8446,543,ende.MTOP
108,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_2_verb_clusters,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,50,dede.MTOP
109,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_als_in_comparative_constructions,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,2,dede.MTOP
110,0.0,0.8980716253443526,0.8986225895316804,0.8122123350721081,MTOP,perturb_am_infinitive,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,63,dede.MTOP
111,0.0,0.8975206611570248,0.8986225895316804,0.8122123350721081,MTOP,perturb_article_before_personal_name,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,423,dede.MTOP
112,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_contracted_verb_and_pronoun,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,84,dede.MTOP
113,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_da,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,2,dede.MTOP
114,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_denn_in_questions,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,449,dede.MTOP
115,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_double_article,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,0,dede.MTOP
116,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_existential_clause,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,0,dede.MTOP
117,0.0,0.8991735537190083,0.8986225895316804,0.8122123350721081,MTOP,perturb_genitive_to_dativ,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,56,dede.MTOP
118,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_in,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,0,dede.MTOP
119,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_nach,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,2,dede.MTOP
120,0.0,0.8980716253443526,0.8986225895316804,0.8122123350721081,MTOP,perturb_negative_concord,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,5,dede.MTOP
121,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_possesive_genitive,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,29,dede.MTOP
122,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_relative_pronoun,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,29,dede.MTOP
123,0.0,0.8986225895316804,0.8986225895316804,0.8122123350721081,MTOP,perturb_schwa_elision_in_verbs,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,32,dede.MTOP
124,0.0,0.8980716253443526,0.8986225895316804,0.8122123350721081,MTOP,perturb_swap_name,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,452,dede.MTOP
125,0.0,0.8865013774104683,0.8986225895316804,0.8122123350721081,MTOP,perturb_tun_imperativ,valid,microsoft/Multilingual-MiniLM-L12-H384,8446,248,dede.MTOP
126,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_2_verb_clusters,test,microsoft/Multilingual-MiniLM-L12-H384,8446,81,dede.MTOP
127,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_als_in_comparative_constructions,test,microsoft/Multilingual-MiniLM-L12-H384,8446,3,dede.MTOP
128,0.0,0.8979994364609749,0.8999718230487461,0.8264475866972114,MTOP,perturb_am_infinitive,test,microsoft/Multilingual-MiniLM-L12-H384,8446,125,dede.MTOP
129,0.0,0.8988447449985911,0.8999718230487461,0.8264475866972114,MTOP,perturb_article_before_personal_name,test,microsoft/Multilingual-MiniLM-L12-H384,8446,786,dede.MTOP
130,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_contracted_verb_and_pronoun,test,microsoft/Multilingual-MiniLM-L12-H384,8446,182,dede.MTOP
131,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_da,test,microsoft/Multilingual-MiniLM-L12-H384,8446,5,dede.MTOP
132,0.0,0.8988447449985911,0.8999718230487461,0.8264475866972114,MTOP,perturb_denn_in_questions,test,microsoft/Multilingual-MiniLM-L12-H384,8446,867,dede.MTOP
133,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_double_article,test,microsoft/Multilingual-MiniLM-L12-H384,8446,0,dede.MTOP
134,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_existential_clause,test,microsoft/Multilingual-MiniLM-L12-H384,8446,0,dede.MTOP
135,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_genitive_to_dativ,test,microsoft/Multilingual-MiniLM-L12-H384,8446,108,dede.MTOP
136,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_in,test,microsoft/Multilingual-MiniLM-L12-H384,8446,0,dede.MTOP
137,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_nach,test,microsoft/Multilingual-MiniLM-L12-H384,8446,5,dede.MTOP
138,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_negative_concord,test,microsoft/Multilingual-MiniLM-L12-H384,8446,3,dede.MTOP
139,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_possesive_genitive,test,microsoft/Multilingual-MiniLM-L12-H384,8446,41,dede.MTOP
140,0.0,0.8999718230487461,0.8999718230487461,0.8264475866972114,MTOP,perturb_relative_pronoun,test,microsoft/Multilingual-MiniLM-L12-H384,8446,45,dede.MTOP
141,0.0,0.9002535925612849,0.8999718230487461,0.8264475866972114,MTOP,perturb_schwa_elision_in_verbs,test,microsoft/Multilingual-MiniLM-L12-H384,8446,49,dede.MTOP
142,0.0,0.9005353620738236,0.8999718230487461,0.8264475866972114,MTOP,perturb_swap_name,test,microsoft/Multilingual-MiniLM-L12-H384,8446,826,dede.MTOP
143,0.0,0.8892645815722738,0.8999718230487461,0.8264475866972114,MTOP,perturb_tun_imperativ,test,microsoft/Multilingual-MiniLM-L12-H384,8446,543,dede.MTOP
144,0.0,0.9476584022038568,0.9482093663911846,0.8322065150583897,MTOP,perturb_2_verb_clusters,valid,xlm-roberta-base,5498,50,dede.MTOP
145,0.0,0.9482093663911846,0.9482093663911846,0.8322065150583897,MTOP,perturb_als_in_comparative_constructions,valid,xlm-roberta-base,5498,2,dede.MTOP
146,0.0,0.9460055096418732,0.9482093663911846,0.8322065150583897,MTOP,perturb_am_infinitive,valid,xlm-roberta-base,5498,63,dede.MTOP
147,0.0,0.9493112947658402,0.9482093663911846,0.8322065150583897,MTOP,perturb_article_before_personal_name,valid,xlm-roberta-base,5498,423,dede.MTOP
148,0.0,0.9482093663911846,0.9482093663911846,0.8322065150583897,MTOP,perturb_contracted_verb_and_pronoun,valid,xlm-roberta-base,5498,84,dede.MTOP
149,0.0,0.9482093663911846,0.9482093663911846,0.8322065150583897,MTOP,perturb_da,valid,xlm-roberta-base,5498,2,dede.MTOP
150,0.0,0.9454545454545454,0.9482093663911846,0.8322065150583897,MTOP,perturb_denn_in_questions,valid,xlm-roberta-base,5498,449,dede.MTOP
151,0.0,0.9482093663911846,0.9482093663911846,0.8322065150583897,MTOP,perturb_double_article,valid,xlm-roberta-base,5498,0,dede.MTOP
152,0.0,0.9482093663911846,0.9482093663911846,0.8322065150583897,MTOP,perturb_existential_clause,valid,xlm-roberta-base,5498,0,dede.MTOP
153,0.0,0.9482093663911846,0.9482093663911846,0.8322065150583897,MTOP,perturb_genitive_to_dativ,valid,xlm-roberta-base,5498,56,dede.MTOP
154,0.0,0.9476584022038568,0.9482093663911846,0.8322065150583897,MTOP,perturb_in,valid,xlm-roberta-base,5498,0,dede.MTOP
155,0.0,0.9482093663911846,0.9482093663911846,0.8322065150583897,MTOP,perturb_nach,valid,xlm-roberta-base,5498,2,dede.MTOP
156,0.0,0.9482093663911846,0.9482093663911846,0.8322065150583897,MTOP,perturb_negative_concord,valid,xlm-roberta-base,5498,5,dede.MTOP
157,0.0,0.9482093663911846,0.9482093663911846,0.8322065150583897,MTOP,perturb_possesive_genitive,valid,xlm-roberta-base,5498,29,dede.MTOP
158,0.0,0.9482093663911846,0.9482093663911846,0.8322065150583897,MTOP,perturb_relative_pronoun,valid,xlm-roberta-base,5498,29,dede.MTOP
159,0.0,0.9482093663911846,0.9482093663911846,0.8322065150583897,MTOP,perturb_schwa_elision_in_verbs,valid,xlm-roberta-base,5498,32,dede.MTOP
160,0.0,0.9476584022038568,0.9482093663911846,0.8322065150583897,MTOP,perturb_swap_name,valid,xlm-roberta-base,5498,452,dede.MTOP
161,0.0,0.9426997245179063,0.9482093663911846,0.8322065150583897,MTOP,perturb_tun_imperativ,valid,xlm-roberta-base,5498,248,dede.MTOP
162,0.0,0.9537897999436461,0.9535080304311073,0.8446801773274224,MTOP,perturb_2_verb_clusters,test,xlm-roberta-base,5498,81,dede.MTOP
163,0.0,0.9535080304311073,0.9535080304311073,0.8446801773274224,MTOP,perturb_als_in_comparative_constructions,test,xlm-roberta-base,5498,3,dede.MTOP
164,0.0,0.9512538743307974,0.9535080304311073,0.8446801773274224,MTOP,perturb_am_infinitive,test,xlm-roberta-base,5498,125,dede.MTOP
165,0.0,0.9520991828684137,0.9535080304311073,0.8446801773274224,MTOP,perturb_article_before_personal_name,test,xlm-roberta-base,5498,786,dede.MTOP
166,0.0,0.9535080304311073,0.9535080304311073,0.8446801773274224,MTOP,perturb_contracted_verb_and_pronoun,test,xlm-roberta-base,5498,182,dede.MTOP
167,0.0,0.9535080304311073,0.9535080304311073,0.8446801773274224,MTOP,perturb_da,test,xlm-roberta-base,5498,5,dede.MTOP
168,0.0,0.9537897999436461,0.9535080304311073,0.8446801773274224,MTOP,perturb_denn_in_questions,test,xlm-roberta-base,5498,867,dede.MTOP
169,0.0,0.9535080304311073,0.9535080304311073,0.8446801773274224,MTOP,perturb_double_article,test,xlm-roberta-base,5498,0,dede.MTOP
170,0.0,0.9535080304311073,0.9535080304311073,0.8446801773274224,MTOP,perturb_existential_clause,test,xlm-roberta-base,5498,0,dede.MTOP
171,0.0,0.9529444914060299,0.9535080304311073,0.8446801773274224,MTOP,perturb_genitive_to_dativ,test,xlm-roberta-base,5498,108,dede.MTOP
172,0.0,0.9529444914060299,0.9535080304311073,0.8446801773274224,MTOP,perturb_in,test,xlm-roberta-base,5498,0,dede.MTOP
173,0.0,0.9537897999436461,0.9535080304311073,0.8446801773274224,MTOP,perturb_nach,test,xlm-roberta-base,5498,5,dede.MTOP
174,0.0,0.9535080304311073,0.9535080304311073,0.8446801773274224,MTOP,perturb_negative_concord,test,xlm-roberta-base,5498,3,dede.MTOP
175,0.0,0.9535080304311073,0.9535080304311073,0.8446801773274224,MTOP,perturb_possesive_genitive,test,xlm-roberta-base,5498,41,dede.MTOP
176,0.0,0.9535080304311073,0.9535080304311073,0.8446801773274224,MTOP,perturb_relative_pronoun,test,xlm-roberta-base,5498,45,dede.MTOP
177,0.0,0.9535080304311073,0.9535080304311073,0.8446801773274224,MTOP,perturb_schwa_elision_in_verbs,test,xlm-roberta-base,5498,49,dede.MTOP
