,intent-acc.,slot-f1,intact_intent-acc.,intact_slot-f1,dataset,perturbation,split,transformer_model,random_seed,n_perturbed,dataset_config
13,0.5622233152975897,0.7579602585587742,0.5622233152975897,0.7644380541576804,MASSIVE,perturb_possesive_genitive,valid,google/mt5-base,1234,9,dede.MASSIVE
14,0.5622233152975897,0.7616766467065869,0.5622233152975897,0.7644380541576804,MASSIVE,perturb_relative_pronoun,valid,google/mt5-base,1234,0,dede.MASSIVE
15,0.5622233152975897,0.7616766467065869,0.5622233152975897,0.7644380541576804,MASSIVE,perturb_schwa_elision_in_verbs,valid,google/mt5-base,1234,82,dede.MASSIVE
16,0.5627151992129857,0.7582575394925801,0.5622233152975897,0.7644380541576804,MASSIVE,perturb_swap_name,valid,google/mt5-base,1234,168,dede.MASSIVE
17,0.602065912444663,0.6446201773304577,0.5622233152975897,0.7644380541576804,MASSIVE,perturb_tun_imperativ,valid,google/mt5-base,1234,537,dede.MASSIVE
18,0.5494283792871554,0.7493112947658402,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_2_verb_clusters,test,google/mt5-base,1234,88,dede.MASSIVE
19,0.5494283792871554,0.7500860585197935,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_als_in_comparative_constructions,test,google/mt5-base,1234,5,dede.MASSIVE
20,0.5484196368527237,0.7368059137012206,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_am_infinitive,test,google/mt5-base,1234,179,dede.MASSIVE
21,0.5494283792871554,0.6358939028591114,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_article_before_personal_name,test,google/mt5-base,1234,275,dede.MASSIVE
22,0.5494283792871554,0.7138429752066117,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_contracted_verb_and_pronoun,test,google/mt5-base,1234,128,dede.MASSIVE
23,0.5494283792871554,0.7502151833362025,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_da,test,google/mt5-base,1234,2,dede.MASSIVE
24,0.5474108944182918,0.5852733229867219,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_denn_in_questions,test,google/mt5-base,1234,679,dede.MASSIVE
25,0.5494283792871554,0.7502151833362025,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_double_article,test,google/mt5-base,1234,0,dede.MASSIVE
26,0.5494283792871554,0.7502151833362025,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_existential_clause,test,google/mt5-base,1234,0,dede.MASSIVE
27,0.5501008742434432,0.7300824175824177,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_genitive_to_dativ,test,google/mt5-base,1234,149,dede.MASSIVE
28,0.5487558843308675,0.7499999999999999,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_in,test,google/mt5-base,1234,0,dede.MASSIVE
29,0.5490921318090114,0.7500860585197935,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_nach,test,google/mt5-base,1234,36,dede.MASSIVE
30,0.5494283792871554,0.7498708899982784,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_negative_concord,test,google/mt5-base,1234,5,dede.MASSIVE
31,0.5487558843308675,0.7453544390915348,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_possesive_genitive,test,google/mt5-base,1234,28,dede.MASSIVE
32,0.5494283792871554,0.7502151833362025,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_relative_pronoun,test,google/mt5-base,1234,0,dede.MASSIVE
33,0.5487558843308675,0.7502151833362025,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_schwa_elision_in_verbs,test,google/mt5-base,1234,122,dede.MASSIVE
34,0.5494283792871554,0.7457393699431916,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_swap_name,test,google/mt5-base,1234,275,dede.MASSIVE
35,0.5991930060524546,0.6231086657496561,0.5494283792871554,0.7541322314049587,MASSIVE,perturb_tun_imperativ,test,google/mt5-base,1234,846,dede.MASSIVE
36,0.8322675848499754,0.7422321650509569,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_2_verb_clusters,valid,google/rembert,8765,57,MASSIVE
37,0.8342351205115592,0.7418633540372671,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_als_in_comparative_constructions,valid,google/rembert,8765,1,MASSIVE
38,0.8298081652729956,0.7277252364360378,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_am_infinitive,valid,google/rembert,8765,121,MASSIVE
39,0.8352188883423513,0.6474534161490684,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_article_before_personal_name,valid,google/rembert,8765,168,MASSIVE
40,0.8347270044269552,0.7002982107355865,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_contracted_verb_and_pronoun,valid,google/rembert,8765,89,MASSIVE
41,0.8342351205115592,0.7418633540372671,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_da,valid,google/rembert,8765,3,MASSIVE
42,0.8298081652729956,0.5566907550461001,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_denn_in_questions,valid,google/rembert,8765,513,MASSIVE
43,0.8342351205115592,0.7418633540372671,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_double_article,valid,google/rembert,8765,0,MASSIVE
44,0.8342351205115592,0.7418633540372671,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_existential_clause,valid,google/rembert,8765,1,MASSIVE
45,0.8337432365961633,0.7274534161490682,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_genitive_to_dativ,valid,google/rembert,8765,77,MASSIVE
46,0.8317757009345794,0.741366459627329,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_in,valid,google/rembert,8765,0,MASSIVE
47,0.8327594687653713,0.7416065655309625,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_nach,valid,google/rembert,8765,35,MASSIVE
48,0.8342351205115592,0.7418633540372671,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_negative_concord,valid,google/rembert,8765,3,MASSIVE
49,0.8337432365961633,0.7365805168986083,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_possesive_genitive,valid,google/rembert,8765,9,MASSIVE
50,0.8342351205115592,0.7418633540372671,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_relative_pronoun,valid,google/rembert,8765,0,MASSIVE
51,0.8347270044269552,0.7423602484472049,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_schwa_elision_in_verbs,valid,google/rembert,8765,82,MASSIVE
52,0.7889818002951303,0.6722999735938737,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_swap_name,valid,google/rembert,8765,72,MASSIVE
53,0.8229217904574521,0.6327852516193323,0.8342351205115592,0.7443478260869567,MASSIVE,perturb_tun_imperativ,valid,google/rembert,8765,537,MASSIVE
54,0.8345662407531943,0.7195748449955714,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_2_verb_clusters,test,google/rembert,8765,88,MASSIVE
55,0.8352387357094821,0.7207654145995748,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_als_in_comparative_constructions,test,google/rembert,8765,5,MASSIVE
56,0.832212508406187,0.7084072366087264,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_am_infinitive,test,google/rembert,8765,179,MASSIVE
57,0.831876260928043,0.6141034727143869,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_article_before_personal_name,test,google/rembert,8765,275,MASSIVE
58,0.8345662407531943,0.6847421584263689,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_contracted_verb_and_pronoun,test,google/rembert,8765,128,MASSIVE
59,0.8352387357094821,0.7206377325066431,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_da,test,google/rembert,8765,2,MASSIVE
60,0.8335574983187626,0.5576854810081646,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_denn_in_questions,test,google/rembert,8765,679,MASSIVE
61,0.8352387357094821,0.7206377325066431,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_double_article,test,google/rembert,8765,0,MASSIVE
62,0.8352387357094821,0.7206377325066431,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_existential_clause,test,google/rembert,8765,0,MASSIVE
63,0.8349024882313383,0.7047990083230034,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_genitive_to_dativ,test,google/rembert,8765,132,MASSIVE
64,0.8332212508406187,0.7205960617349655,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_in,test,google/rembert,8765,0,MASSIVE
65,0.8342299932750504,0.7199574618929457,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_nach,test,google/rembert,8765,36,MASSIVE
66,0.8352387357094821,0.7199291408325953,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_negative_concord,test,google/rembert,8765,5,MASSIVE
67,0.8349024882313383,0.7172950964772526,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_possesive_genitive,test,google/rembert,8765,28,MASSIVE
68,0.8352387357094821,0.7206377325066431,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_relative_pronoun,test,google/rembert,8765,0,MASSIVE
69,0.8355749831876261,0.7204110559886606,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_schwa_elision_in_verbs,test,google/rembert,8765,122,MASSIVE
70,0.777067921990585,0.6394505913773368,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_swap_name,test,google/rembert,8765,100,MASSIVE
71,0.8143913920645595,0.6060606060606061,0.8352387357094821,0.7249867186116522,MASSIVE,perturb_tun_imperativ,test,google/rembert,8765,846,MASSIVE
72,0.5410723069355632,0.5070911722141823,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_2_verb_clusters,valid,bert-base-multilingual-cased,8446,57,MASSIVE
73,0.5410723069355632,0.506797801562048,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_als_in_comparative_constructions,valid,bert-base-multilingual-cased,8446,1,MASSIVE
74,0.5341859321200196,0.4968078932095183,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_am_infinitive,valid,bert-base-multilingual-cased,8446,121,MASSIVE
75,0.5420560747663551,0.4269073966220151,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_article_before_personal_name,valid,bert-base-multilingual-cased,8446,168,MASSIVE
76,0.5386128873585834,0.47986090988119384,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_contracted_verb_and_pronoun,valid,bert-base-multilingual-cased,8446,89,MASSIVE
77,0.5410723069355632,0.506797801562048,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_da,valid,bert-base-multilingual-cased,8446,3,MASSIVE
78,0.5366453516969996,0.37903930131004365,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_denn_in_questions,valid,bert-base-multilingual-cased,8446,513,MASSIVE
79,0.5410723069355632,0.506797801562048,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_double_article,valid,bert-base-multilingual-cased,8446,0,MASSIVE
80,0.5410723069355632,0.506797801562048,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_existential_clause,valid,bert-base-multilingual-cased,8446,1,MASSIVE
81,0.5386128873585834,0.49797570850202433,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_genitive_to_dativ,valid,bert-base-multilingual-cased,8446,77,MASSIVE
82,0.5376291195277915,0.4963631073610707,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_in,valid,bert-base-multilingual-cased,8446,0,MASSIVE
83,0.5395966551893753,0.506094022054556,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_nach,valid,bert-base-multilingual-cased,8446,35,MASSIVE
84,0.5410723069355632,0.506797801562048,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_negative_concord,valid,bert-base-multilingual-cased,8446,3,MASSIVE
85,0.5410723069355632,0.5034722222222223,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_possesive_genitive,valid,bert-base-multilingual-cased,8446,9,MASSIVE
86,0.5410723069355632,0.506797801562048,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_relative_pronoun,valid,bert-base-multilingual-cased,8446,0,MASSIVE
87,0.5425479586817511,0.5047701647875108,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_schwa_elision_in_verbs,valid,bert-base-multilingual-cased,8446,82,MASSIVE
88,0.4987702902115101,0.4390691977954685,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_swap_name,valid,bert-base-multilingual-cased,8446,72,MASSIVE
89,0.5268076733890802,0.4229390681003584,0.5410723069355632,0.5081018518518519,MASSIVE,perturb_tun_imperativ,valid,bert-base-multilingual-cased,8446,537,MASSIVE
90,0.5406859448554135,0.4947981689554724,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_2_verb_clusters,test,bert-base-multilingual-cased,8446,88,MASSIVE
91,0.5403496973772697,0.49636250259821246,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_als_in_comparative_constructions,test,bert-base-multilingual-cased,8446,5,MASSIVE
92,0.5359784801613988,0.483402489626556,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_am_infinitive,test,bert-base-multilingual-cased,8446,179,MASSIVE
93,0.539340954942838,0.3990816113546232,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_article_before_personal_name,test,bert-base-multilingual-cased,8446,275,MASSIVE
94,0.5383322125084062,0.4776553731033049,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_contracted_verb_and_pronoun,test,bert-base-multilingual-cased,8446,128,MASSIVE
95,0.5403496973772697,0.49667497921862014,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_da,test,bert-base-multilingual-cased,8446,2,MASSIVE
96,0.5336247478143914,0.377035490605428,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_denn_in_questions,test,bert-base-multilingual-cased,8446,679,MASSIVE
97,0.5403496973772697,0.49636250259821246,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_double_article,test,bert-base-multilingual-cased,8446,0,MASSIVE
98,0.5403496973772697,0.49636250259821246,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_existential_clause,test,bert-base-multilingual-cased,8446,0,MASSIVE
99,0.5410221923335575,0.4865312888520513,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_genitive_to_dativ,test,bert-base-multilingual-cased,8446,132,MASSIVE
100,0.5366509751176867,0.4924937447873227,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_in,test,bert-base-multilingual-cased,8446,0,MASSIVE
101,0.539340954942838,0.4969823100936524,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_nach,test,bert-base-multilingual-cased,8446,36,MASSIVE
102,0.5403496973772697,0.49594678860943664,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_negative_concord,test,bert-base-multilingual-cased,8446,5,MASSIVE
103,0.5403496973772697,0.4938580054132834,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_possesive_genitive,test,bert-base-multilingual-cased,8446,28,MASSIVE
104,0.5403496973772697,0.49636250259821246,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_relative_pronoun,test,bert-base-multilingual-cased,8446,0,MASSIVE
105,0.543039677202421,0.49386821866555813,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_schwa_elision_in_verbs,test,bert-base-multilingual-cased,8446,122,MASSIVE
106,0.4952925353059852,0.4153811759445562,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_swap_name,test,bert-base-multilingual-cased,8446,100,MASSIVE
107,0.5188298587760591,0.4154175588865096,0.5403496973772697,0.49937629937629935,MASSIVE,perturb_tun_imperativ,test,bert-base-multilingual-cased,8446,846,MASSIVE
108,0.455976389572061,0.4331278477619941,0.455976389572061,0.43378016085790877,MASSIVE,perturb_2_verb_clusters,valid,distilbert-base-multilingual-cased,8446,57,ende.MASSIVE
109,0.45548450565666504,0.432475884244373,0.455976389572061,0.43378016085790877,MASSIVE,perturb_als_in_comparative_constructions,valid,distilbert-base-multilingual-cased,8446,1,ende.MASSIVE
110,0.4500737825873094,0.42020850040096236,0.455976389572061,0.43378016085790877,MASSIVE,perturb_am_infinitive,valid,distilbert-base-multilingual-cased,8446,121,ende.MASSIVE
111,0.4574520413182489,0.3583690987124464,0.455976389572061,0.43378016085790877,MASSIVE,perturb_article_before_personal_name,valid,distilbert-base-multilingual-cased,8446,168,ende.MASSIVE
112,0.45548450565666504,0.40965147453083106,0.455976389572061,0.43378016085790877,MASSIVE,perturb_contracted_verb_and_pronoun,valid,distilbert-base-multilingual-cased,8446,89,ende.MASSIVE
113,0.455976389572061,0.4323600321457273,0.455976389572061,0.43378016085790877,MASSIVE,perturb_da,valid,distilbert-base-multilingual-cased,8446,3,ende.MASSIVE
114,0.45941957697983277,0.3237179487179487,0.455976389572061,0.43378016085790877,MASSIVE,perturb_denn_in_questions,valid,distilbert-base-multilingual-cased,8446,513,ende.MASSIVE
115,0.455976389572061,0.432475884244373,0.455976389572061,0.43378016085790877,MASSIVE,perturb_double_article,valid,distilbert-base-multilingual-cased,8446,0,ende.MASSIVE
116,0.455976389572061,0.432475884244373,0.455976389572061,0.43378016085790877,MASSIVE,perturb_existential_clause,valid,distilbert-base-multilingual-cased,8446,1,ende.MASSIVE
117,0.455976389572061,0.42563417890520694,0.455976389572061,0.43378016085790877,MASSIVE,perturb_genitive_to_dativ,valid,distilbert-base-multilingual-cased,8446,91,ende.MASSIVE
118,0.4545007378258731,0.42622066360938765,0.455976389572061,0.43378016085790877,MASSIVE,perturb_in,valid,distilbert-base-multilingual-cased,8446,0,ende.MASSIVE
119,0.45302508607968517,0.4295302013422818,0.455976389572061,0.43378016085790877,MASSIVE,perturb_nach,valid,distilbert-base-multilingual-cased,8446,35,ende.MASSIVE
120,0.455976389572061,0.432475884244373,0.455976389572061,0.43378016085790877,MASSIVE,perturb_negative_concord,valid,distilbert-base-multilingual-cased,8446,3,ende.MASSIVE
121,0.455976389572061,0.4293755025462343,0.455976389572061,0.43378016085790877,MASSIVE,perturb_possesive_genitive,valid,distilbert-base-multilingual-cased,8446,9,ende.MASSIVE
122,0.455976389572061,0.432475884244373,0.455976389572061,0.43378016085790877,MASSIVE,perturb_relative_pronoun,valid,distilbert-base-multilingual-cased,8446,0,ende.MASSIVE
123,0.45794392523364486,0.4325481798715204,0.455976389572061,0.43378016085790877,MASSIVE,perturb_schwa_elision_in_verbs,valid,distilbert-base-multilingual-cased,8446,82,ende.MASSIVE
124,0.4545007378258731,0.4275751072961374,0.455976389572061,0.43378016085790877,MASSIVE,perturb_swap_name,valid,distilbert-base-multilingual-cased,8446,168,ende.MASSIVE
125,0.43876045253320217,0.36501489304088813,0.455976389572061,0.43378016085790877,MASSIVE,perturb_tun_imperativ,valid,distilbert-base-multilingual-cased,8446,537,ende.MASSIVE
126,0.4566240753194351,0.4235249188466679,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_2_verb_clusters,test,distilbert-base-multilingual-cased,8446,88,ende.MASSIVE
127,0.4562878278412912,0.4239877769289534,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_als_in_comparative_constructions,test,distilbert-base-multilingual-cased,8446,5,ende.MASSIVE
128,0.4515803631472764,0.41277080957810713,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_am_infinitive,test,distilbert-base-multilingual-cased,8446,179,ende.MASSIVE
129,0.4539340954942838,0.34096983581519663,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_article_before_personal_name,test,distilbert-base-multilingual-cased,8446,275,ende.MASSIVE
130,0.45796906523201075,0.40611854684512433,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_contracted_verb_and_pronoun,test,distilbert-base-multilingual-cased,8446,128,ende.MASSIVE
131,0.4566240753194351,0.4236641221374046,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_da,test,distilbert-base-multilingual-cased,8446,2,ende.MASSIVE
132,0.46234028244788167,0.323943661971831,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_denn_in_questions,test,distilbert-base-multilingual-cased,8446,679,ende.MASSIVE
133,0.4566240753194351,0.42374498950181333,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_double_article,test,distilbert-base-multilingual-cased,8446,0,ende.MASSIVE
134,0.4566240753194351,0.42374498950181333,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_existential_clause,test,distilbert-base-multilingual-cased,8446,0,ende.MASSIVE
135,0.45494283792871554,0.41343963553530755,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_genitive_to_dativ,test,distilbert-base-multilingual-cased,8446,149,ende.MASSIVE
136,0.4566240753194351,0.4178016497218492,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_in,test,distilbert-base-multilingual-cased,8446,0,ende.MASSIVE
137,0.4556153328850034,0.42201834862385323,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_nach,test,distilbert-base-multilingual-cased,8446,36,ende.MASSIVE
138,0.4566240753194351,0.42374498950181333,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_negative_concord,test,distilbert-base-multilingual-cased,8446,5,ende.MASSIVE
139,0.45696032279757903,0.4211531118747614,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_possesive_genitive,test,distilbert-base-multilingual-cased,8446,28,ende.MASSIVE
140,0.4566240753194351,0.42374498950181333,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_relative_pronoun,test,distilbert-base-multilingual-cased,8446,0,ende.MASSIVE
141,0.45729657027572296,0.42418462712187677,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_schwa_elision_in_verbs,test,distilbert-base-multilingual-cased,8446,122,ende.MASSIVE
142,0.45696032279757903,0.41673032849503444,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_swap_name,test,distilbert-base-multilingual-cased,8446,275,ende.MASSIVE
143,0.4398117014122394,0.3575029081039163,0.4566240753194351,0.4256537507157855,MASSIVE,perturb_tun_imperativ,test,distilbert-base-multilingual-cased,8446,846,ende.MASSIVE
144,0.06443679291687161,0.02235597592433362,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_2_verb_clusters,valid,facebook/xglm-564M,8765,57,ende.MASSIVE
145,0.06443679291687161,0.02236559139784946,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_als_in_comparative_constructions,valid,facebook/xglm-564M,8765,1,ende.MASSIVE
146,0.06443679291687161,0.0213857998289136,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_am_infinitive,valid,facebook/xglm-564M,8765,121,ende.MASSIVE
147,0.06443679291687161,0.013739802490339202,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_article_before_personal_name,valid,facebook/xglm-564M,8765,168,ende.MASSIVE
148,0.06443679291687161,0.02239448751076658,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_contracted_verb_and_pronoun,valid,facebook/xglm-564M,8765,89,ende.MASSIVE
149,0.06443679291687161,0.02236559139784946,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_da,valid,facebook/xglm-564M,8765,3,ende.MASSIVE
150,0.06443679291687161,0.011096884336320957,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_denn_in_questions,valid,facebook/xglm-564M,8765,513,ende.MASSIVE
151,0.06443679291687161,0.02236559139784946,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_double_article,valid,facebook/xglm-564M,8765,0,ende.MASSIVE
152,0.06443679291687161,0.02236559139784946,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_existential_clause,valid,facebook/xglm-564M,8765,1,ende.MASSIVE
153,0.06443679291687161,0.02236559139784946,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_genitive_to_dativ,valid,facebook/xglm-564M,8765,91,ende.MASSIVE
154,0.06443679291687161,0.02236559139784946,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_in,valid,facebook/xglm-564M,8765,0,ende.MASSIVE
155,0.06443679291687161,0.02236559139784946,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_nach,valid,facebook/xglm-564M,8765,35,ende.MASSIVE
156,0.06443679291687161,0.02236559139784946,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_negative_concord,valid,facebook/xglm-564M,8765,3,ende.MASSIVE
157,0.06443679291687161,0.021496130696474634,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_possesive_genitive,valid,facebook/xglm-564M,8765,9,ende.MASSIVE
158,0.06443679291687161,0.02236559139784946,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_relative_pronoun,valid,facebook/xglm-564M,8765,0,ende.MASSIVE
159,0.06443679291687161,0.02157962883038412,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_schwa_elision_in_verbs,valid,facebook/xglm-564M,8765,82,ende.MASSIVE
160,0.06443679291687161,0.01805674978503869,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_swap_name,valid,facebook/xglm-564M,8765,168,ende.MASSIVE
161,0.06443679291687161,0.020881670533642694,0.06443679291687161,0.02235597592433362,MASSIVE,perturb_tun_imperativ,valid,facebook/xglm-564M,8765,537,ende.MASSIVE
162,0.07027572293207801,0.02649006622516556,0.07027572293207801,0.02650602409638554,MASSIVE,perturb_2_verb_clusters,test,facebook/xglm-564M,8765,88,ende.MASSIVE
163,0.07027572293207801,0.02650602409638554,0.07027572293207801,0.02650602409638554,MASSIVE,perturb_als_in_comparative_constructions,test,facebook/xglm-564M,8765,5,ende.MASSIVE
164,0.07027572293207801,0.025263157894736845,0.07027572293207801,0.02650602409638554,MASSIVE,perturb_am_infinitive,test,facebook/xglm-564M,8765,179,ende.MASSIVE
165,0.07027572293207801,0.016211347943560495,0.07027572293207801,0.02650602409638554,MASSIVE,perturb_article_before_personal_name,test,facebook/xglm-564M,8765,275,ende.MASSIVE
166,0.07027572293207801,0.027165710836100213,0.07027572293207801,0.02650602409638554,MASSIVE,perturb_contracted_verb_and_pronoun,test,facebook/xglm-564M,8765,128,ende.MASSIVE
